ds,y,yhat,residual,Z_Residual
2025-08-01,5722.87,4631.864186810505,1091.0058131894948,0.6533277173094388
2025-08-02,5515.84,4556.581745952551,959.2582540474496,0.5744680601101224
2025-08-03,2422.25,2567.6595346461245,-145.40953464612448,-0.08674891956522353
2025-08-04,2364.28,2224.7838790159603,139.49612098403986,0.08378602228457258
2025-08-05,4530.61,4639.329717609376,-108.71971760937595,-0.06478762925316446
2025-08-06,5300.0199999999995,5254.513500070884,45.50649992911531,0.027526996728784642
2025-08-07,5703.81,5498.699832372629,205.11016762737108,0.12306038349056898
2025-08-08,5924.1,5501.926968899885,422.1730311001156,0.25298691203981677
2025-08-09,5541.37,5424.995983824323,116.37401617567684,0.06994590812391284
2025-08-10,1553.6,3431.1469960160643,-1877.5469960160644,-1.1235481385811545
2025-08-11,1287.83,3079.548151671614,-1791.7181516716141,-1.0721738794533677
2025-08-12,4835.33,5481.066033696012,-645.7360336960119,-0.3862275319945341
2025-08-13,5506.87,6078.435663431624,-571.5656634316238,-0.34183164328520477
2025-08-14,6311.74,6299.5842068398915,12.15579316010826,0.007564385502543827
2025-08-15,6368.06,6274.172981975771,93.88701802422929,0.056485947444467596
2025-08-16,6045.969999999999,6162.702103224534,-116.73210322453451,-0.06958357376306537
2025-08-17,2275.08,4128.200660849732,-1853.1206608497323,-1.1089273559997046
2025-08-18,1386.08,3729.7276999931773,-2343.6476999931774,-1.4025403413616682
2025-08-19,8179.01,6078.152277344452,2100.857722655548,1.2577911010804197
2025-08-20,8999.35,6616.330430930542,2383.019569069458,1.4266836910291771
2025-08-21,9575.18,6772.432917355387,2802.7470826446133,1.6779184619289664
2025-08-22,8551.66,6676.488135095375,1875.1718649046252,1.122703138215143
2025-08-23,8916.199999999999,6489.484477482637,2426.715522517362,1.452838618925669
2025-08-24,2868.96,4375.055012196464,-1506.0950121964643,-0.901209475908569
2025-08-25,2650.2599999999998,3892.969840194068,-1242.7098401940684,-0.7435559716558032
2025-08-26,8687.24,6154.904591086649,2532.335408913351,1.5160591300976312
2025-08-27,8811.380000000001,6604.603154067601,2206.7768459323997,1.3211907253835846
2025-08-28,6400.9,6671.188840610027,-270.28884061002736,-0.16149747144529486
2025-08-29,5554.6,6485.688809129437,-931.0888091294364,-0.557030104718418
2025-08-30,5561.959999999999,6210.116464427609,-648.1564644276095,-0.38767632041241046
2025-08-31,1755.94,4009.1352430357465,-2253.1952430357464,-1.3483985432520853
2025-09-01,980.21,3443.5296825905834,-2463.3196825905834,-1.4741719646376565
2025-09-02,5258.17,5625.952792008352,-367.78279200835186,-0.219854071266544
2025-09-03,4948.85,6001.068380895359,-1052.2183808953587,-0.6295341918405314
2025-09-04,4487.55,5998.843086360654,-1511.2930863606534,-0.9043208682512736
2025-09-05,6009.21,5751.053437950011,258.1565620499887,0.1548121708259014
2025-09-06,5743.949999999999,5420.353135058743,323.5968649412562,0.19398253486627673
2025-09-07,1886.8399999999997,3171.9243499273603,-1285.0843499273606,-0.7689199277952388
2025-09-08,1836.95,2566.9392833768497,-729.9892833768497,-0.43665869315628114
