类型,名称,基准值,Bootstrap均值,Bootstrap标准差,CI下界(2.5%),CI上界(97.5%),CI宽度,偏差,偏差百分比
权重,关键词管理与运用,0.1354792048842341,0.14720099388850574,0.08353945526289219,0.10070225135958225,0.21166988892343874,0.1109676375638565,0.011721789004271649,8.652094625361748
权重,出价策略与预算,0.2958567690065412,0.2711104928703392,0.08235270514598919,0.10436370070128029,0.41545628518870714,0.3110925844874268,-0.02474627613620195,-8.364275801191766
权重,投放策略与时间,0.3692333050740238,0.41404017231195483,0.13089838851454363,0.1577258438739615,0.6765452958289608,0.5188194519549993,0.044806867237931036,12.135109867444966
权重,设计质量与创意,0.1994307210352009,0.1676483409292002,0.0784927225866797,0.08523653022607308,0.3091242374072602,0.2238877071811871,-0.03178238010600071,-15.936551771475017
评分,63563817,51.10597995111927,51.00419245008903,1.4207552135680563,48.281721145941304,53.718251810173,5.436530664231697,-0.10178750103023759,-0.19916945360913357
评分,495403620,57.59616480398587,58.48616457991251,3.3949201927236037,52.795503315152665,66.04136951682429,13.245866201671625,0.8899997759266398,1.5452413870880661
评分,495817671,37.77708329036342,35.22312060770561,7.745062556773809,18.569041469940846,46.22348387469564,27.654442404754793,-2.5539626826578115,-6.760613737771819
评分,500635396,64.9408887138463,67.0731994224524,5.031233719855886,58.98458778433616,77.27318577615182,18.288597991815656,2.1323107086060986,3.283464009865729
评分,525368335,28.89573310542982,27.221243983436725,6.030699779395808,15.50335450824374,35.23394916806944,19.730594659825698,-1.6744891219930942,-5.794935590952146
